survtype,countryname,yearweek,indicator,age,value
primary care syndromic,France,2023-W04,ILIconsultationrate,65+,41
primary care syndromic,France,2023-W04,ILIconsultationrate,total,114.1
primary care syndromic,France,2023-W03,ILIconsultationrate,0-4,306.4
primary care syndromic,France,2023-W03,ILIconsultationrate,15-64,88
primary care syndromic,France,2023-W03,ILIconsultationrate,5-14,237.4
primary care syndromic,France,2023-W03,ILIconsultationrate,65+,34.6
primary care syndromic,France,2023-W03,ILIconsultationrate,total,106
primary care syndromic,France,2023-W02,ILIconsultationrate,0-4,269.6
primary care syndromic,France,2023-W02,ILIconsultationrate,15-64,111
primary care syndromic,France,2023-W02,ILIconsultationrate,5-14,216.6
primary care syndromic,France,2023-W02,ILIconsultationrate,65+,51.1
primary care syndromic,France,2023-W02,ILIconsultationrate,total,119.2
primary care syndromic,France,2023-W01,ILIconsultationrate,0-4,264.3
primary care syndromic,France,2023-W01,ILIconsultationrate,15-64,198
primary care syndromic,France,2023-W01,ILIconsultationrate,5-14,197.2
primary care syndromic,France,2023-W01,ILIconsultationrate,65+,123.7
primary care syndromic,France,2023-W01,ILIconsultationrate,total,185.6
primary care syndromic,France,2022-W52,ILIconsultationrate,0-4,454.2
primary care syndromic,France,2022-W52,ILIconsultationrate,15-64,247.2
primary care syndromic,France,2022-W52,ILIconsultationrate,5-14,225.7
primary care syndromic,France,2022-W52,ILIconsultationrate,65+,164.2
primary care syndromic,France,2022-W52,ILIconsultationrate,total,238.2
primary care syndromic,France,2022-W51,ILIconsultationrate,0-4,633.3
primary care syndromic,France,2022-W51,ILIconsultationrate,15-64,399.2
primary care syndromic,France,2022-W51,ILIconsultationrate,5-14,520.4
primary care syndromic,France,2022-W51,ILIconsultationrate,65+,180.4
primary care syndromic,France,2022-W51,ILIconsultationrate,total,380.6
primary care syndromic,France,2022-W50,ILIconsultationrate,0-4,592.1
primary care syndromic,France,2022-W50,ILIconsultationrate,15-64,326.8
primary care syndromic,France,2022-W50,ILIconsultationrate,5-14,783.9
primary care syndromic,France,2022-W50,ILIconsultationrate,65+,146.1
primary care syndromic,France,2022-W50,ILIconsultationrate,total,358.9
primary care syndromic,France,2022-W49,ILIconsultationrate,0-4,561.9
primary care syndromic,France,2022-W49,ILIconsultationrate,15-64,208.8
primary care syndromic,France,2022-W49,ILIconsultationrate,5-14,599.7
primary care syndromic,France,2022-W49,ILIconsultationrate,65+,90
primary care syndromic,France,2022-W49,ILIconsultationrate,total,250.5
primary care syndromic,France,2022-W48,ILIconsultationrate,0-4,461.8
primary care syndromic,France,2022-W48,ILIconsultationrate,15-64,159.2
primary care syndromic,France,2022-W48,ILIconsultationrate,5-14,387
primary care syndromic,France,2022-W48,ILIconsultationrate,65+,80.2
primary care syndromic,France,2022-W48,ILIconsultationrate,total,186.5
primary care syndromic,France,2022-W47,ILIconsultationrate,0-4,494.6
primary care syndromic,France,2022-W47,ILIconsultationrate,15-64,122.3
primary care syndromic,France,2022-W47,ILIconsultationrate,5-14,275.6
primary care syndromic,France,2022-W47,ILIconsultationrate,65+,60.2
primary care syndromic,France,2022-W47,ILIconsultationrate,total,147.8
primary care syndromic,France,2022-W46,ILIconsultationrate,0-4,420
primary care syndromic,France,2022-W46,ILIconsultationrate,15-64,86.7
primary care syndromic,France,2022-W46,ILIconsultationrate,5-14,162.3
primary care syndromic,France,2022-W46,ILIconsultationrate,65+,39.8
primary care syndromic,France,2022-W46,ILIconsultationrate,total,103.8
primary care syndromic,France,2022-W45,ILIconsultationrate,0-4,292
primary care syndromic,France,2022-W45,ILIconsultationrate,15-64,52
primary care syndromic,France,2022-W45,ILIconsultationrate,5-14,105.6
primary care syndromic,France,2022-W45,ILIconsultationrate,65+,43.1
primary care syndromic,France,2022-W45,ILIconsultationrate,total,69.4
primary care syndromic,France,2022-W44,ILIconsultationrate,0-4,150.1
primary care syndromic,France,2022-W44,ILIconsultationrate,15-64,47.7
primary care syndromic,France,2022-W44,ILIconsultationrate,5-14,53.3
primary care syndromic,France,2022-W44,ILIconsultationrate,65+,44.6
primary care syndromic,France,2022-W44,ILIconsultationrate,total,53.2
primary care syndromic,France,2022-W43,ILIconsultationrate,0-4,267.2
primary care syndromic,France,2022-W43,ILIconsultationrate,15-64,61.1
primary care syndromic,France,2022-W43,ILIconsultationrate,5-14,69.6
primary care syndromic,France,2022-W43,ILIconsultationrate,65+,39.9
primary care syndromic,France,2022-W43,ILIconsultationrate,total,68.6
primary care syndromic,France,2022-W42,ILIconsultationrate,0-4,260.1
primary care syndromic,France,2022-W42,ILIconsultationrate,15-64,58.3
primary care syndromic,France,2022-W42,ILIconsultationrate,5-14,101.5
primary care syndromic,France,2022-W42,ILIconsultationrate,65+,50.9
primary care syndromic,France,2022-W42,ILIconsultationrate,total,72.8
primary care syndromic,France,2022-W41,ILIconsultationrate,0-4,218.5
primary care syndromic,France,2022-W41,ILIconsultationrate,15-64,64.7
primary care syndromic,France,2022-W41,ILIconsultationrate,5-14,96.4
primary care syndromic,France,2022-W41,ILIconsultationrate,65+,54
primary care syndromic,France,2022-W41,ILIconsultationrate,total,74.5
primary care syndromic,France,2022-W40,ILIconsultationrate,0-4,122.4
primary care syndromic,France,2022-W40,ILIconsultationrate,15-64,60.4
primary care syndromic,France,2022-W40,ILIconsultationrate,5-14,82.1
primary care syndromic,France,2022-W40,ILIconsultationrate,65+,50.5
primary care syndromic,France,2022-W40,ILIconsultationrate,total,64.3
primary care syndromic,France,2022-W39,ILIconsultationrate,0-4,142.6
primary care syndromic,France,2022-W39,ILIconsultationrate,15-64,56.8
primary care syndromic,France,2022-W39,ILIconsultationrate,5-14,61.4
primary care syndromic,France,2022-W39,ILIconsultationrate,65+,53.3
primary care syndromic,France,2022-W39,ILIconsultationrate,total,61.2
primary care syndromic,France,2022-W38,ILIconsultationrate,0-4,89.7
primary care syndromic,France,2022-W38,ILIconsultationrate,15-64,40.3
primary care syndromic,France,2022-W38,ILIconsultationrate,5-14,47.8
primary care syndromic,France,2022-W38,ILIconsultationrate,65+,41.6
primary care syndromic,France,2022-W38,ILIconsultationrate,total,44.1
primary care syndromic,France,2022-W37,ILIconsultationrate,0-4,90.4
primary care syndromic,France,2022-W37,ILIconsultationrate,15-64,28.8
primary care syndromic,France,2022-W37,ILIconsultationrate,5-14,57.5
primary care syndromic,France,2022-W37,ILIconsultationrate,65+,15.4
primary care syndromic,France,2022-W37,ILIconsultationrate,total,32.8
primary care syndromic,France,2022-W36,ILIconsultationrate,0-4,52.9
primary care syndromic,France,2022-W36,ILIconsultationrate,15-64,19.8
primary care syndromic,France,2022-W36,ILIconsultationrate,5-14,36.6
primary care syndromic,France,2022-W36,ILIconsultationrate,65+,10.5
primary care syndromic,France,2022-W36,ILIconsultationrate,total,21.6
primary care syndromic,France,2022-W35,ILIconsultationrate,0-4,7.5
primary care syndromic,France,2022-W35,ILIconsultationrate,15-64,14.1
primary care syndromic,France,2022-W35,ILIconsultationrate,5-14,13.3
primary care syndromic,France,2022-W35,ILIconsultationrate,65+,16.8
primary care syndromic,France,2022-W35,ILIconsultationrate,total,14.2
primary care syndromic,France,2022-W34,ILIconsultationrate,0-4,17.6
primary care syndromic,France,2022-W34,ILIconsultationrate,15-64,12.7
primary care syndromic,France,2022-W34,ILIconsultationrate,5-14,8.5
primary care syndromic,France,2022-W34,ILIconsultationrate,65+,8.1
primary care syndromic,France,2022-W34,ILIconsultationrate,total,11.5
primary care syndromic,France,2022-W33,ILIconsultationrate,0-4,20.1
primary care syndromic,France,2022-W33,ILIconsultationrate,15-64,11.6
primary care syndromic,France,2022-W33,ILIconsultationrate,5-14,4.6
primary care syndromic,France,2022-W33,ILIconsultationrate,65+,13.6
primary care syndromic,France,2022-W33,ILIconsultationrate,total,11.6
primary care syndromic,France,2022-W32,ILIconsultationrate,0-4,15.9
primary care syndromic,France,2022-W32,ILIconsultationrate,15-64,23.3
primary care syndromic,France,2022-W32,ILIconsultationrate,5-14,8.2
primary care syndromic,France,2022-W32,ILIconsultationrate,65+,12.2
primary care syndromic,France,2022-W32,ILIconsultationrate,total,18.7
primary care syndromic,France,2022-W31,ILIconsultationrate,0-4,66.6
primary care syndromic,France,2022-W31,ILIconsultationrate,15-64,15.8
primary care syndromic,France,2022-W31,ILIconsultationrate,5-14,31.3
primary care syndromic,France,2022-W31,ILIconsultationrate,65+,15.3
primary care syndromic,France,2022-W31,ILIconsultationrate,total,20.3
primary care syndromic,France,2022-W19,ILIconsultationrate,0-4,66.5
primary care syndromic,France,2022-W19,ILIconsultationrate,15-64,22.9
primary care syndromic,France,2022-W19,ILIconsultationrate,5-14,11
primary care syndromic,France,2022-W19,ILIconsultationrate,65+,10.1
primary care syndromic,France,2022-W19,ILIconsultationrate,total,21.1
primary care syndromic,France,2022-W18,ILIconsultationrate,0-4,86.2
primary care syndromic,France,2022-W18,ILIconsultationrate,15-64,32
primary care syndromic,France,2022-W18,ILIconsultationrate,5-14,36.8
primary care syndromic,France,2022-W18,ILIconsultationrate,65+,26.3
primary care syndromic,France,2022-W18,ILIconsultationrate,total,34.2
primary care syndromic,France,2022-W17,ILIconsultationrate,0-4,64.2
primary care syndromic,France,2022-W17,ILIconsultationrate,15-64,46.2
primary care syndromic,France,2022-W17,ILIconsultationrate,5-14,38.3
primary care syndromic,France,2022-W17,ILIconsultationrate,65+,30.1
primary care syndromic,France,2022-W17,ILIconsultationrate,total,42.8
primary care syndromic,France,2022-W16,ILIconsultationrate,0-4,164.2
primary care syndromic,France,2022-W16,ILIconsultationrate,15-64,67.6
primary care syndromic,France,2022-W16,ILIconsultationrate,5-14,67.9
primary care syndromic,France,2022-W16,ILIconsultationrate,65+,43.6
primary care syndromic,France,2022-W16,ILIconsultationrate,total,67.7
primary care syndromic,France,2022-W15,ILIconsultationrate,0-4,328.3
primary care syndromic,France,2022-W15,ILIconsultationrate,15-64,140.7
primary care syndromic,France,2022-W15,ILIconsultationrate,5-14,287.2
primary care syndromic,France,2022-W15,ILIconsultationrate,65+,73.8
primary care syndromic,France,2022-W15,ILIconsultationrate,total,154.5
primary care syndromic,France,2022-W14,ILIconsultationrate,0-4,659.7
primary care syndromic,France,2022-W14,ILIconsultationrate,15-64,199.6
primary care syndromic,France,2022-W14,ILIconsultationrate,5-14,517.7
primary care syndromic,France,2022-W14,ILIconsultationrate,65+,82.1
primary care syndromic,France,2022-W14,ILIconsultationrate,total,238.3
primary care syndromic,France,2022-W13,ILIconsultationrate,0-4,747.6
primary care syndromic,France,2022-W13,ILIconsultationrate,15-64,253.6
primary care syndromic,France,2022-W13,ILIconsultationrate,5-14,657.8
primary care syndromic,France,2022-W13,ILIconsultationrate,65+,86.3
primary care syndromic,France,2022-W13,ILIconsultationrate,total,294.2
primary care syndromic,France,2022-W12,ILIconsultationrate,0-4,592.5
primary care syndromic,France,2022-W12,ILIconsultationrate,15-64,221.6
primary care syndromic,France,2022-W12,ILIconsultationrate,5-14,592.2
primary care syndromic,France,2022-W12,ILIconsultationrate,65+,69.9
primary care syndromic,France,2022-W12,ILIconsultationrate,total,254.8
primary care syndromic,France,2022-W11,ILIconsultationrate,0-4,517.8
primary care syndromic,France,2022-W11,ILIconsultationrate,15-64,160.7
primary care syndromic,France,2022-W11,ILIconsultationrate,5-14,394.8
primary care syndromic,France,2022-W11,ILIconsultationrate,65+,65.4
primary care syndromic,France,2022-W11,ILIconsultationrate,total,188.3
primary care syndromic,France,2022-W10,ILIconsultationrate,0-4,353.7
primary care syndromic,France,2022-W10,ILIconsultationrate,15-64,129.5
primary care syndromic,France,2022-W10,ILIconsultationrate,5-14,231.9
primary care syndromic,France,2022-W10,ILIconsultationrate,65+,37.8
primary care syndromic,France,2022-W10,ILIconsultationrate,total,134.7
primary care syndromic,France,2022-W09,ILIconsultationrate,0-4,177.4
primary care syndromic,France,2022-W09,ILIconsultationrate,15-64,75.6
primary care syndromic,France,2022-W09,ILIconsultationrate,5-14,127.2
primary care syndromic,France,2022-W09,ILIconsultationrate,65+,26.1
primary care syndromic,France,2022-W09,ILIconsultationrate,total,76.9
primary care syndromic,France,2022-W08,ILIconsultationrate,0-4,99.2
primary care syndromic,France,2022-W08,ILIconsultationrate,15-64,46.8
primary care syndromic,France,2022-W08,ILIconsultationrate,5-14,97.3
primary care syndromic,France,2022-W08,ILIconsultationrate,65+,7.2
primary care syndromic,France,2022-W08,ILIconsultationrate,total,47.5
primary care syndromic,France,2022-W07,ILIconsultationrate,0-4,197.3
primary care syndromic,France,2022-W07,ILIconsultationrate,15-64,50.3
primary care syndromic,France,2022-W07,ILIconsultationrate,5-14,64
primary care syndromic,France,2022-W07,ILIconsultationrate,65+,20.3
primary care syndromic,France,2022-W07,ILIconsultationrate,total,53.5
primary care syndromic,France,2022-W06,ILIconsultationrate,0-4,196.1
primary care syndromic,France,2022-W06,ILIconsultationrate,15-64,72.1
primary care syndromic,France,2022-W06,ILIconsultationrate,5-14,94.1
primary care syndromic,France,2022-W06,ILIconsultationrate,65+,24.8
primary care syndromic,France,2022-W06,ILIconsultationrate,total,71.5
primary care syndromic,France,2022-W05,ILIconsultationrate,0-4,287.9
primary care syndromic,France,2022-W05,ILIconsultationrate,15-64,90.8
primary care syndromic,France,2022-W05,ILIconsultationrate,5-14,153.4
primary care syndromic,France,2022-W05,ILIconsultationrate,65+,31.7
primary care syndromic,France,2022-W05,ILIconsultationrate,total,96.5
primary care syndromic,France,2022-W04,ILIconsultationrate,0-4,261.1
primary care syndromic,France,2022-W04,ILIconsultationrate,15-64,117.6
primary care syndromic,France,2022-W04,ILIconsultationrate,5-14,140.6
primary care syndromic,France,2022-W04,ILIconsultationrate,65+,34.6
primary care syndromic,France,2022-W04,ILIconsultationrate,total,110.7
primary care syndromic,France,2022-W03,ILIconsultationrate,0-4,338.3
primary care syndromic,France,2022-W03,ILIconsultationrate,15-64,117.1
primary care syndromic,France,2022-W03,ILIconsultationrate,5-14,141
primary care syndromic,France,2022-W03,ILIconsultationrate,65+,34
primary care syndromic,France,2022-W03,ILIconsultationrate,total,114.4
primary care syndromic,France,2022-W02,ILIconsultationrate,0-4,194.3
primary care syndromic,France,2022-W02,ILIconsultationrate,15-64,95.8
primary care syndromic,France,2022-W02,ILIconsultationrate,5-14,89.6
primary care syndromic,France,2022-W02,ILIconsultationrate,65+,26.2
primary care syndromic,France,2022-W02,ILIconsultationrate,total,85.7
primary care syndromic,France,2022-W01,ILIconsultationrate,0-4,146.6
primary care syndromic,France,2022-W01,ILIconsultationrate,15-64,100
primary care syndromic,France,2022-W01,ILIconsultationrate,5-14,82.8
primary care syndromic,France,2022-W01,ILIconsultationrate,65+,42.4
primary care syndromic,France,2022-W01,ILIconsultationrate,total,88.3
primary care syndromic,France,2021-W52,ILIconsultationrate,0-4,161.5
primary care syndromic,France,2021-W52,ILIconsultationrate,15-64,94.3
primary care syndromic,France,2021-W52,ILIconsultationrate,5-14,93.5
primary care syndromic,France,2021-W52,ILIconsultationrate,65+,26.4
primary care syndromic,France,2021-W52,ILIconsultationrate,total,83.7
primary care syndromic,France,2021-W51,ILIconsultationrate,0-4,223.9
primary care syndromic,France,2021-W51,ILIconsultationrate,15-64,61.5
primary care syndromic,France,2021-W51,ILIconsultationrate,5-14,57
primary care syndromic,France,2021-W51,ILIconsultationrate,65+,35.2
primary care syndromic,France,2021-W51,ILIconsultationrate,total,64.3
primary care syndromic,France,2021-W50,ILIconsultationrate,0-4,236
primary care syndromic,France,2021-W50,ILIconsultationrate,15-64,50
primary care syndromic,France,2021-W50,ILIconsultationrate,5-14,69.3
primary care syndromic,France,2021-W50,ILIconsultationrate,65+,32.4
primary care syndromic,France,2021-W50,ILIconsultationrate,total,58.7
primary care syndromic,France,2021-W49,ILIconsultationrate,0-4,162.8
primary care syndromic,France,2021-W49,ILIconsultationrate,15-64,61.3
primary care syndromic,France,2021-W49,ILIconsultationrate,5-14,77.9
primary care syndromic,France,2021-W49,ILIconsultationrate,65+,28.1
primary care syndromic,France,2021-W49,ILIconsultationrate,total,61.9
primary care syndromic,France,2021-W48,ILIconsultationrate,0-4,180.9
primary care syndromic,France,2021-W48,ILIconsultationrate,15-64,63
primary care syndromic,France,2021-W48,ILIconsultationrate,5-14,71.1
primary care syndromic,France,2021-W48,ILIconsultationrate,65+,34.7
primary care syndromic,France,2021-W48,ILIconsultationrate,total,64.5
primary care syndromic,France,2021-W47,ILIconsultationrate,0-4,164.3
primary care syndromic,France,2021-W47,ILIconsultationrate,15-64,59.3
primary care syndromic,France,2021-W47,ILIconsultationrate,5-14,47.1
primary care syndromic,France,2021-W47,ILIconsultationrate,65+,25.1
primary care syndromic,France,2021-W47,ILIconsultationrate,total,56.4
primary care syndromic,France,2021-W46,ILIconsultationrate,0-4,185.3
primary care syndromic,France,2021-W46,ILIconsultationrate,15-64,44.8
primary care syndromic,France,2021-W46,ILIconsultationrate,5-14,41.2
primary care syndromic,France,2021-W46,ILIconsultationrate,65+,17.8
primary care syndromic,France,2021-W46,ILIconsultationrate,total,46.3
primary care syndromic,France,2021-W45,ILIconsultationrate,0-4,63.1
primary care syndromic,France,2021-W45,ILIconsultationrate,15-64,34.5
primary care syndromic,France,2021-W45,ILIconsultationrate,5-14,18.9
primary care syndromic,France,2021-W45,ILIconsultationrate,65+,21.2
primary care syndromic,France,2021-W45,ILIconsultationrate,total,31.4
primary care syndromic,France,2021-W44,ILIconsultationrate,0-4,84
primary care syndromic,France,2021-W44,ILIconsultationrate,15-64,29.6
primary care syndromic,France,2021-W44,ILIconsultationrate,5-14,17.5
primary care syndromic,France,2021-W44,ILIconsultationrate,65+,20.9
primary care syndromic,France,2021-W44,ILIconsultationrate,total,29.3
primary care syndromic,France,2021-W43,ILIconsultationrate,0-4,155.4
primary care syndromic,France,2021-W43,ILIconsultationrate,15-64,37.4
primary care syndromic,France,2021-W43,ILIconsultationrate,5-14,31.8
primary care syndromic,France,2021-W43,ILIconsultationrate,65+,30.5
primary care syndromic,France,2021-W43,ILIconsultationrate,total,41.7
primary care syndromic,France,2021-W42,ILIconsultationrate,0-4,171.3
primary care syndromic,France,2021-W42,ILIconsultationrate,15-64,44.3
primary care syndromic,France,2021-W42,ILIconsultationrate,5-14,35.1
primary care syndromic,France,2021-W42,ILIconsultationrate,65+,13.7
primary care syndromic,France,2021-W42,ILIconsultationrate,total,43.7
primary care syndromic,France,2021-W41,ILIconsultationrate,0-4,136
primary care syndromic,France,2021-W41,ILIconsultationrate,15-64,39.9
primary care syndromic,France,2021-W41,ILIconsultationrate,5-14,27.5
primary care syndromic,France,2021-W41,ILIconsultationrate,65+,15.9
primary care syndromic,France,2021-W41,ILIconsultationrate,total,38.6
primary care syndromic,France,2021-W40,ILIconsultationrate,0-4,94.7
primary care syndromic,France,2021-W40,ILIconsultationrate,15-64,40
primary care syndromic,France,2021-W40,ILIconsultationrate,5-14,52.9
primary care syndromic,France,2021-W40,ILIconsultationrate,65+,20.6
primary care syndromic,France,2021-W40,ILIconsultationrate,total,40.5
primary care syndromic,France,2021-W39,ILIconsultationrate,0-4,136.2
primary care syndromic,France,2021-W39,ILIconsultationrate,15-64,32.4
primary care syndromic,France,2021-W39,ILIconsultationrate,5-14,30.4
primary care syndromic,France,2021-W39,ILIconsultationrate,65+,14.9
primary care syndromic,France,2021-W39,ILIconsultationrate,total,34.1
primary care syndromic,France,2021-W38,ILIconsultationrate,0-4,75.2
primary care syndromic,France,2021-W38,ILIconsultationrate,15-64,21.3
primary care syndromic,France,2021-W38,ILIconsultationrate,5-14,38.3
primary care syndromic,France,2021-W38,ILIconsultationrate,65+,10.6
primary care syndromic,France,2021-W38,ILIconsultationrate,total,24.1
primary care syndromic,France,2021-W37,ILIconsultationrate,0-4,27.6
primary care syndromic,France,2021-W37,ILIconsultationrate,15-64,23.3
primary care syndromic,France,2021-W37,ILIconsultationrate,5-14,29.4
primary care syndromic,France,2021-W37,ILIconsultationrate,65+,7.9
primary care syndromic,France,2021-W37,ILIconsultationrate,total,21.1
primary care syndromic,France,2021-W36,ILIconsultationrate,0-4,15.6
primary care syndromic,France,2021-W36,ILIconsultationrate,15-64,17.5
primary care syndromic,France,2021-W36,ILIconsultationrate,5-14,27.5
primary care syndromic,France,2021-W36,ILIconsultationrate,65+,4.2
primary care syndromic,France,2021-W36,ILIconsultationrate,total,15.9
primary care syndromic,France,2021-W35,ILIconsultationrate,0-4,5.7
primary care syndromic,France,2021-W35,ILIconsultationrate,15-64,25
primary care syndromic,France,2021-W35,ILIconsultationrate,5-14,19.8
primary care syndromic,France,2021-W35,ILIconsultationrate,65+,6.3
primary care syndromic,France,2021-W35,ILIconsultationrate,total,19.4
primary care syndromic,France,2021-W34,ILIconsultationrate,0-4,5.7
primary care syndromic,France,2021-W34,ILIconsultationrate,15-64,28.1
primary care syndromic,France,2021-W34,ILIconsultationrate,5-14,11
primary care syndromic,France,2021-W34,ILIconsultationrate,65+,5.7
primary care syndromic,France,2021-W34,ILIconsultationrate,total,20.2
primary care syndromic,France,2021-W33,ILIconsultationrate,0-4,10.9
primary care syndromic,France,2021-W33,ILIconsultationrate,15-64,23.1
primary care syndromic,France,2021-W33,ILIconsultationrate,5-14,3.8
primary care syndromic,France,2021-W33,ILIconsultationrate,65+,3.5
primary care syndromic,France,2021-W33,ILIconsultationrate,total,16
primary care syndromic,France,2021-W32,ILIconsultationrate,0-4,22.6
primary care syndromic,France,2021-W32,ILIconsultationrate,15-64,32.9
primary care syndromic,France,2021-W32,ILIconsultationrate,5-14,0
primary care syndromic,France,2021-W32,ILIconsultationrate,65+,12.1
primary care syndromic,France,2021-W32,ILIconsultationrate,total,24
primary care syndromic,France,2021-W31,ILIconsultationrate,0-4,19.9
primary care syndromic,France,2021-W31,ILIconsultationrate,15-64,35.9
primary care syndromic,France,2021-W31,ILIconsultationrate,5-14,17.7
primary care syndromic,France,2021-W31,ILIconsultationrate,65+,17.8
primary care syndromic,France,2021-W31,ILIconsultationrate,total,29.1
primary care syndromic,France,2021-W15,ILIconsultationrate,0-4,66.7
primary care syndromic,France,2021-W15,ILIconsultationrate,15-64,26.2
primary care syndromic,France,2021-W15,ILIconsultationrate,5-14,2.6
primary care syndromic,France,2021-W15,ILIconsultationrate,65+,7.6
primary care syndromic,France,2021-W15,ILIconsultationrate,total,21.7
primary care syndromic,France,2021-W14,ILIconsultationrate,0-4,30.5
primary care syndromic,France,2021-W14,ILIconsultationrate,15-64,25.1
primary care syndromic,France,2021-W14,ILIconsultationrate,5-14,8.1
primary care syndromic,France,2021-W14,ILIconsultationrate,65+,13.5
primary care syndromic,France,2021-W14,ILIconsultationrate,total,20.9
primary care syndromic,France,2021-W13,ILIconsultationrate,0-4,83.4
primary care syndromic,France,2021-W13,ILIconsultationrate,15-64,30
primary care syndromic,France,2021-W13,ILIconsultationrate,5-14,19.3
primary care syndromic,France,2021-W13,ILIconsultationrate,65+,12.3
primary care syndromic,France,2021-W13,ILIconsultationrate,total,27.9
primary care syndromic,France,2021-W12,ILIconsultationrate,0-4,94
primary care syndromic,France,2021-W12,ILIconsultationrate,15-64,33.9
primary care syndromic,France,2021-W12,ILIconsultationrate,5-14,39.9
primary care syndromic,France,2021-W12,ILIconsultationrate,65+,18.4
primary care syndromic,France,2021-W12,ILIconsultationrate,total,34.7
primary care syndromic,France,2021-W11,ILIconsultationrate,0-4,120.9
primary care syndromic,France,2021-W11,ILIconsultationrate,15-64,26.5
primary care syndromic,France,2021-W11,ILIconsultationrate,5-14,24.3
primary care syndromic,France,2021-W11,ILIconsultationrate,65+,16.5
primary care syndromic,France,2021-W11,ILIconsultationrate,total,29.3
primary care syndromic,France,2021-W10,ILIconsultationrate,0-4,85
primary care syndromic,France,2021-W10,ILIconsultationrate,15-64,21
primary care syndromic,France,2021-W10,ILIconsultationrate,5-14,25.5
primary care syndromic,France,2021-W10,ILIconsultationrate,65+,11
primary care syndromic,France,2021-W10,ILIconsultationrate,total,22.9
primary care syndromic,France,2021-W09,ILIconsultationrate,0-4,42.1
primary care syndromic,France,2021-W09,ILIconsultationrate,15-64,17
primary care syndromic,France,2021-W09,ILIconsultationrate,5-14,22.2
primary care syndromic,France,2021-W09,ILIconsultationrate,65+,13.3
primary care syndromic,France,2021-W09,ILIconsultationrate,total,18.2
primary care syndromic,France,2021-W08,ILIconsultationrate,0-4,80.1
primary care syndromic,France,2021-W08,ILIconsultationrate,15-64,23.5
primary care syndromic,France,2021-W08,ILIconsultationrate,5-14,11.1
primary care syndromic,France,2021-W08,ILIconsultationrate,65+,12.7
primary care syndromic,France,2021-W08,ILIconsultationrate,total,22.8
primary care syndromic,France,2021-W07,ILIconsultationrate,0-4,91.9
primary care syndromic,France,2021-W07,ILIconsultationrate,15-64,24.4
primary care syndromic,France,2021-W07,ILIconsultationrate,5-14,14.5
primary care syndromic,France,2021-W07,ILIconsultationrate,65+,10.4
primary care syndromic,France,2021-W07,ILIconsultationrate,total,23.9
primary care syndromic,France,2021-W06,ILIconsultationrate,0-4,100.3
primary care syndromic,France,2021-W06,ILIconsultationrate,15-64,24.5
primary care syndromic,France,2021-W06,ILIconsultationrate,5-14,26.7
primary care syndromic,France,2021-W06,ILIconsultationrate,65+,9.9
primary care syndromic,France,2021-W06,ILIconsultationrate,total,25.8
primary care syndromic,France,2021-W05,ILIconsultationrate,0-4,72.1
primary care syndromic,France,2021-W05,ILIconsultationrate,15-64,21.6
primary care syndromic,France,2021-W05,ILIconsultationrate,5-14,27.4
primary care syndromic,France,2021-W05,ILIconsultationrate,65+,17.8
primary care syndromic,France,2021-W05,ILIconsultationrate,total,24.2
primary care syndromic,France,2021-W04,ILIconsultationrate,0-4,121.1
primary care syndromic,France,2021-W04,ILIconsultationrate,15-64,25.7
primary care syndromic,France,2021-W04,ILIconsultationrate,5-14,22.5
primary care syndromic,France,2021-W04,ILIconsultationrate,65+,14.3
primary care syndromic,France,2021-W04,ILIconsultationrate,total,28.1
primary care syndromic,France,2021-W03,ILIconsultationrate,0-4,53.6
primary care syndromic,France,2021-W03,ILIconsultationrate,15-64,24.6
primary care syndromic,France,2021-W03,ILIconsultationrate,5-14,32.3
primary care syndromic,France,2021-W03,ILIconsultationrate,65+,13.3
primary care syndromic,France,2021-W03,ILIconsultationrate,total,24.8
primary care syndromic,France,2021-W02,ILIconsultationrate,0-4,40
primary care syndromic,France,2021-W02,ILIconsultationrate,15-64,19.8
primary care syndromic,France,2021-W02,ILIconsultationrate,5-14,20.3
primary care syndromic,France,2021-W02,ILIconsultationrate,65+,15.9
primary care syndromic,France,2021-W02,ILIconsultationrate,total,20.2
primary care syndromic,France,2021-W01,ILIconsultationrate,0-4,27.3
primary care syndromic,France,2021-W01,ILIconsultationrate,15-64,26.4
primary care syndromic,France,2021-W01,ILIconsultationrate,5-14,15.3
primary care syndromic,France,2021-W01,ILIconsultationrate,65+,23.9
primary care syndromic,France,2021-W01,ILIconsultationrate,total,24.6
primary care syndromic,France,2020-W53,ILIconsultationrate,0-4,28.5
primary care syndromic,France,2020-W53,ILIconsultationrate,15-64,27.9
primary care syndromic,France,2020-W53,ILIconsultationrate,5-14,4.3
primary care syndromic,France,2020-W53,ILIconsultationrate,65+,26.2
primary care syndromic,France,2020-W53,ILIconsultationrate,total,24.7
primary care syndromic,France,2020-W52,ILIconsultationrate,0-4,19.8
primary care syndromic,France,2020-W52,ILIconsultationrate,15-64,17
primary care syndromic,France,2020-W52,ILIconsultationrate,5-14,13.6
primary care syndromic,France,2020-W52,ILIconsultationrate,65+,17.2
primary care syndromic,France,2020-W52,ILIconsultationrate,total,16.8
primary care syndromic,France,2020-W51,ILIconsultationrate,0-4,34
primary care syndromic,France,2020-W51,ILIconsultationrate,15-64,20.9
primary care syndromic,France,2020-W51,ILIconsultationrate,5-14,18.8
