survtype,countryname,yearweek,indicator,age,value
SARI syndromic,Germany,2024-W25,SARIrate,total,11.9
SARI syndromic,Germany,2024-W24,SARIrate,0-4,25.1
SARI syndromic,Germany,2024-W24,SARIrate,15-64,4.8
SARI syndromic,Germany,2024-W24,SARIrate,5-14,8
SARI syndromic,Germany,2024-W24,SARIrate,65+,26.1
SARI syndromic,Germany,2024-W24,SARIrate,total,11.5
SARI syndromic,Germany,2024-W23,SARIrate,0-4,27.9
SARI syndromic,Germany,2024-W23,SARIrate,15-64,4.7
SARI syndromic,Germany,2024-W23,SARIrate,5-14,7.6
SARI syndromic,Germany,2024-W23,SARIrate,65+,24.4
SARI syndromic,Germany,2024-W23,SARIrate,total,11.1
SARI syndromic,Germany,2024-W22,SARIrate,0-4,23.7
SARI syndromic,Germany,2024-W22,SARIrate,15-64,4.9
SARI syndromic,Germany,2024-W22,SARIrate,5-14,7.8
SARI syndromic,Germany,2024-W22,SARIrate,65+,26.1
SARI syndromic,Germany,2024-W22,SARIrate,total,11.5
SARI syndromic,Germany,2024-W21,SARIrate,0-4,29.3
SARI syndromic,Germany,2024-W21,SARIrate,15-64,4.5
SARI syndromic,Germany,2024-W21,SARIrate,5-14,6
SARI syndromic,Germany,2024-W21,SARIrate,65+,27.9
SARI syndromic,Germany,2024-W21,SARIrate,total,11.8
SARI syndromic,Germany,2024-W20,SARIrate,0-4,24.2
SARI syndromic,Germany,2024-W20,SARIrate,15-64,5.4
SARI syndromic,Germany,2024-W20,SARIrate,5-14,4.8
SARI syndromic,Germany,2024-W20,SARIrate,65+,31.7
SARI syndromic,Germany,2024-W20,SARIrate,total,12.9
SARI syndromic,Germany,2024-W19,SARIrate,0-4,28.8
SARI syndromic,Germany,2024-W19,SARIrate,15-64,4.8
SARI syndromic,Germany,2024-W19,SARIrate,5-14,8.9
SARI syndromic,Germany,2024-W19,SARIrate,65+,29.4
SARI syndromic,Germany,2024-W19,SARIrate,total,12.7
SARI syndromic,Germany,2024-W18,SARIrate,0-4,52.5
SARI syndromic,Germany,2024-W18,SARIrate,15-64,5.7
SARI syndromic,Germany,2024-W18,SARIrate,5-14,10.8
SARI syndromic,Germany,2024-W18,SARIrate,65+,33
SARI syndromic,Germany,2024-W18,SARIrate,total,15.5
SARI syndromic,Germany,2024-W17,SARIrate,0-4,32.5
SARI syndromic,Germany,2024-W17,SARIrate,15-64,5.4
SARI syndromic,Germany,2024-W17,SARIrate,5-14,9.4
SARI syndromic,Germany,2024-W17,SARIrate,65+,27.2
SARI syndromic,Germany,2024-W17,SARIrate,total,12.7
SARI syndromic,Germany,2024-W16,SARIrate,0-4,41.3
SARI syndromic,Germany,2024-W16,SARIrate,15-64,5.8
SARI syndromic,Germany,2024-W16,SARIrate,5-14,7.8
SARI syndromic,Germany,2024-W16,SARIrate,65+,27.2
SARI syndromic,Germany,2024-W16,SARIrate,total,13.2
SARI syndromic,Germany,2024-W15,SARIrate,0-4,41.3
SARI syndromic,Germany,2024-W15,SARIrate,15-64,6.1
SARI syndromic,Germany,2024-W15,SARIrate,5-14,8
SARI syndromic,Germany,2024-W15,SARIrate,65+,30.2
SARI syndromic,Germany,2024-W15,SARIrate,total,14.2
SARI syndromic,Germany,2024-W14,SARIrate,0-4,40
SARI syndromic,Germany,2024-W14,SARIrate,15-64,6.5
SARI syndromic,Germany,2024-W14,SARIrate,5-14,7.8
SARI syndromic,Germany,2024-W14,SARIrate,65+,31.6
SARI syndromic,Germany,2024-W14,SARIrate,total,14.7
SARI syndromic,Germany,2024-W13,SARIrate,0-4,50.2
SARI syndromic,Germany,2024-W13,SARIrate,15-64,4.9
SARI syndromic,Germany,2024-W13,SARIrate,5-14,4.4
SARI syndromic,Germany,2024-W13,SARIrate,65+,31.9
SARI syndromic,Germany,2024-W13,SARIrate,total,14
SARI syndromic,Germany,2024-W12,SARIrate,0-4,54.8
SARI syndromic,Germany,2024-W12,SARIrate,15-64,5.8
SARI syndromic,Germany,2024-W12,SARIrate,5-14,12.4
SARI syndromic,Germany,2024-W12,SARIrate,65+,32.2
SARI syndromic,Germany,2024-W12,SARIrate,total,15.6
SARI syndromic,Germany,2024-W11,SARIrate,0-4,55.8
SARI syndromic,Germany,2024-W11,SARIrate,15-64,6.6
SARI syndromic,Germany,2024-W11,SARIrate,5-14,11.2
SARI syndromic,Germany,2024-W11,SARIrate,65+,31.6
SARI syndromic,Germany,2024-W11,SARIrate,total,15.9
SARI syndromic,Germany,2024-W10,SARIrate,0-4,63.6
SARI syndromic,Germany,2024-W10,SARIrate,15-64,7.1
SARI syndromic,Germany,2024-W10,SARIrate,5-14,8.7
SARI syndromic,Germany,2024-W10,SARIrate,65+,33.8
SARI syndromic,Germany,2024-W10,SARIrate,total,16.9
SARI syndromic,Germany,2024-W09,SARIrate,0-4,73.9
SARI syndromic,Germany,2024-W09,SARIrate,15-64,6.6
SARI syndromic,Germany,2024-W09,SARIrate,5-14,9.2
SARI syndromic,Germany,2024-W09,SARIrate,65+,35.6
SARI syndromic,Germany,2024-W09,SARIrate,total,17.6
SARI syndromic,Germany,2024-W08,SARIrate,0-4,81.8
SARI syndromic,Germany,2024-W08,SARIrate,15-64,8
SARI syndromic,Germany,2024-W08,SARIrate,5-14,11.5
SARI syndromic,Germany,2024-W08,SARIrate,65+,47.1
SARI syndromic,Germany,2024-W08,SARIrate,total,22
SARI syndromic,Germany,2024-W07,SARIrate,0-4,92
SARI syndromic,Germany,2024-W07,SARIrate,15-64,10.3
SARI syndromic,Germany,2024-W07,SARIrate,5-14,14.4
SARI syndromic,Germany,2024-W07,SARIrate,65+,52.3
SARI syndromic,Germany,2024-W07,SARIrate,total,25.5
SARI syndromic,Germany,2024-W06,SARIrate,0-4,133.3
SARI syndromic,Germany,2024-W06,SARIrate,15-64,11.5
SARI syndromic,Germany,2024-W06,SARIrate,5-14,15.6
SARI syndromic,Germany,2024-W06,SARIrate,65+,63.7
SARI syndromic,Germany,2024-W06,SARIrate,total,31.3
SARI syndromic,Germany,2024-W05,SARIrate,0-4,118.9
SARI syndromic,Germany,2024-W05,SARIrate,15-64,12.4
SARI syndromic,Germany,2024-W05,SARIrate,5-14,19.2
SARI syndromic,Germany,2024-W05,SARIrate,65+,61.7
SARI syndromic,Germany,2024-W05,SARIrate,total,30.9
SARI syndromic,Germany,2024-W04,SARIrate,0-4,134.3
SARI syndromic,Germany,2024-W04,SARIrate,15-64,12.6
SARI syndromic,Germany,2024-W04,SARIrate,5-14,20.4
SARI syndromic,Germany,2024-W04,SARIrate,65+,55.2
SARI syndromic,Germany,2024-W04,SARIrate,total,30.3
SARI syndromic,Germany,2024-W03,SARIrate,0-4,111.5
SARI syndromic,Germany,2024-W03,SARIrate,15-64,8.5
SARI syndromic,Germany,2024-W03,SARIrate,5-14,16.7
SARI syndromic,Germany,2024-W03,SARIrate,65+,42
SARI syndromic,Germany,2024-W03,SARIrate,total,23
SARI syndromic,Germany,2024-W02,SARIrate,0-4,78.5
SARI syndromic,Germany,2024-W02,SARIrate,15-64,7.4
SARI syndromic,Germany,2024-W02,SARIrate,5-14,10.3
SARI syndromic,Germany,2024-W02,SARIrate,65+,38.9
SARI syndromic,Germany,2024-W02,SARIrate,total,19.2
SARI syndromic,Germany,2024-W01,SARIrate,0-4,99.9
SARI syndromic,Germany,2024-W01,SARIrate,15-64,8.5
SARI syndromic,Germany,2024-W01,SARIrate,5-14,10.5
SARI syndromic,Germany,2024-W01,SARIrate,65+,50.3
SARI syndromic,Germany,2024-W01,SARIrate,total,23.9
SARI syndromic,Germany,2023-W52,SARIrate,0-4,130.1
SARI syndromic,Germany,2023-W52,SARIrate,15-64,7.2
SARI syndromic,Germany,2023-W52,SARIrate,5-14,8.5
SARI syndromic,Germany,2023-W52,SARIrate,65+,57.7
SARI syndromic,Germany,2023-W52,SARIrate,total,26.3
SARI syndromic,Germany,2023-W51,SARIrate,0-4,128.2
SARI syndromic,Germany,2023-W51,SARIrate,15-64,6
SARI syndromic,Germany,2023-W51,SARIrate,5-14,12.1
SARI syndromic,Germany,2023-W51,SARIrate,65+,54.4
SARI syndromic,Germany,2023-W51,SARIrate,total,25
SARI syndromic,Germany,2023-W50,SARIrate,0-4,117.5
SARI syndromic,Germany,2023-W50,SARIrate,15-64,6.8
SARI syndromic,Germany,2023-W50,SARIrate,5-14,9.4
SARI syndromic,Germany,2023-W50,SARIrate,65+,55.8
SARI syndromic,Germany,2023-W50,SARIrate,total,25.1
SARI syndromic,Germany,2023-W49,SARIrate,0-4,89.7
SARI syndromic,Germany,2023-W49,SARIrate,15-64,6.7
SARI syndromic,Germany,2023-W49,SARIrate,5-14,9.4
SARI syndromic,Germany,2023-W49,SARIrate,65+,47.9
SARI syndromic,Germany,2023-W49,SARIrate,total,21.6
SARI syndromic,Germany,2023-W48,SARIrate,0-4,83.6
SARI syndromic,Germany,2023-W48,SARIrate,15-64,5.3
SARI syndromic,Germany,2023-W48,SARIrate,5-14,8.2
SARI syndromic,Germany,2023-W48,SARIrate,65+,44.5
SARI syndromic,Germany,2023-W48,SARIrate,total,19.5
SARI syndromic,Germany,2023-W47,SARIrate,0-4,56.2
SARI syndromic,Germany,2023-W47,SARIrate,15-64,5.2
SARI syndromic,Germany,2023-W47,SARIrate,5-14,9.2
SARI syndromic,Germany,2023-W47,SARIrate,65+,44.5
SARI syndromic,Germany,2023-W47,SARIrate,total,18.1
SARI syndromic,Germany,2023-W46,SARIrate,0-4,54.4
SARI syndromic,Germany,2023-W46,SARIrate,15-64,6.1
SARI syndromic,Germany,2023-W46,SARIrate,5-14,8.9
SARI syndromic,Germany,2023-W46,SARIrate,65+,39.8
SARI syndromic,Germany,2023-W46,SARIrate,total,17.3
SARI syndromic,Germany,2023-W45,SARIrate,0-4,36.2
SARI syndromic,Germany,2023-W45,SARIrate,15-64,4.5
SARI syndromic,Germany,2023-W45,SARIrate,5-14,7.3
SARI syndromic,Germany,2023-W45,SARIrate,65+,41.8
SARI syndromic,Germany,2023-W45,SARIrate,total,15.8
SARI syndromic,Germany,2023-W44,SARIrate,0-4,38.1
SARI syndromic,Germany,2023-W44,SARIrate,15-64,5.6
SARI syndromic,Germany,2023-W44,SARIrate,5-14,12.4
SARI syndromic,Germany,2023-W44,SARIrate,65+,41.2
SARI syndromic,Germany,2023-W44,SARIrate,total,16.9
SARI syndromic,Germany,2023-W43,SARIrate,0-4,38.1
SARI syndromic,Germany,2023-W43,SARIrate,15-64,4.4
SARI syndromic,Germany,2023-W43,SARIrate,5-14,9.4
SARI syndromic,Germany,2023-W43,SARIrate,65+,38
SARI syndromic,Germany,2023-W43,SARIrate,total,15.1
SARI syndromic,Germany,2023-W42,SARIrate,0-4,32.5
SARI syndromic,Germany,2023-W42,SARIrate,15-64,5
SARI syndromic,Germany,2023-W42,SARIrate,5-14,8.2
SARI syndromic,Germany,2023-W42,SARIrate,65+,38.7
SARI syndromic,Germany,2023-W42,SARIrate,total,15.2
SARI syndromic,Germany,2023-W41,SARIrate,0-4,31.6
SARI syndromic,Germany,2023-W41,SARIrate,15-64,4
SARI syndromic,Germany,2023-W41,SARIrate,5-14,5.3
SARI syndromic,Germany,2023-W41,SARIrate,65+,34.4
SARI syndromic,Germany,2023-W41,SARIrate,total,13.2
SARI syndromic,Germany,2023-W40,SARIrate,0-4,27.4
SARI syndromic,Germany,2023-W40,SARIrate,15-64,3.9
SARI syndromic,Germany,2023-W40,SARIrate,5-14,5.3
SARI syndromic,Germany,2023-W40,SARIrate,65+,28.6
SARI syndromic,Germany,2023-W40,SARIrate,total,11.4
SARI syndromic,Germany,2023-W39,SARIrate,0-4,34.4
SARI syndromic,Germany,2023-W39,SARIrate,15-64,3.4
SARI syndromic,Germany,2023-W39,SARIrate,5-14,5.5
SARI syndromic,Germany,2023-W39,SARIrate,65+,26.9
SARI syndromic,Germany,2023-W39,SARIrate,total,11.1
SARI syndromic,Germany,2023-W38,SARIrate,0-4,28.3
SARI syndromic,Germany,2023-W38,SARIrate,15-64,3.6
SARI syndromic,Germany,2023-W38,SARIrate,5-14,6
SARI syndromic,Germany,2023-W38,SARIrate,65+,24.3
SARI syndromic,Germany,2023-W38,SARIrate,total,10.3
SARI syndromic,Germany,2023-W37,SARIrate,0-4,33.5
SARI syndromic,Germany,2023-W37,SARIrate,15-64,3.6
SARI syndromic,Germany,2023-W37,SARIrate,5-14,5.7
SARI syndromic,Germany,2023-W37,SARIrate,65+,23.8
SARI syndromic,Germany,2023-W37,SARIrate,total,10.4
SARI syndromic,Germany,2023-W36,SARIrate,0-4,46
SARI syndromic,Germany,2023-W36,SARIrate,15-64,3.4
SARI syndromic,Germany,2023-W36,SARIrate,5-14,8.2
SARI syndromic,Germany,2023-W36,SARIrate,65+,23
SARI syndromic,Germany,2023-W36,SARIrate,total,11
SARI syndromic,Germany,2023-W35,SARIrate,0-4,18.6
SARI syndromic,Germany,2023-W35,SARIrate,15-64,3
SARI syndromic,Germany,2023-W35,SARIrate,5-14,6
SARI syndromic,Germany,2023-W35,SARIrate,65+,22.1
SARI syndromic,Germany,2023-W35,SARIrate,total,8.9
SARI syndromic,Germany,2023-W34,SARIrate,0-4,24.6
SARI syndromic,Germany,2023-W34,SARIrate,15-64,2.8
SARI syndromic,Germany,2023-W34,SARIrate,5-14,3.4
SARI syndromic,Germany,2023-W34,SARIrate,65+,20.1
SARI syndromic,Germany,2023-W34,SARIrate,total,8.4
SARI syndromic,Germany,2023-W33,SARIrate,0-4,21.4
SARI syndromic,Germany,2023-W33,SARIrate,15-64,2.7
SARI syndromic,Germany,2023-W33,SARIrate,5-14,4.4
SARI syndromic,Germany,2023-W33,SARIrate,65+,25.1
SARI syndromic,Germany,2023-W33,SARIrate,total,9.5
SARI syndromic,Germany,2023-W32,SARIrate,0-4,19
SARI syndromic,Germany,2023-W32,SARIrate,15-64,2.9
SARI syndromic,Germany,2023-W32,SARIrate,5-14,3.9
SARI syndromic,Germany,2023-W32,SARIrate,65+,16.8
SARI syndromic,Germany,2023-W32,SARIrate,total,7.3
SARI syndromic,Germany,2023-W31,SARIrate,0-4,12.5
SARI syndromic,Germany,2023-W31,SARIrate,15-64,2.6
SARI syndromic,Germany,2023-W31,SARIrate,5-14,1.6
SARI syndromic,Germany,2023-W31,SARIrate,65+,14.1
SARI syndromic,Germany,2023-W31,SARIrate,total,5.9
SARI syndromic,Germany,2023-W30,SARIrate,0-4,18.1
SARI syndromic,Germany,2023-W30,SARIrate,15-64,2
SARI syndromic,Germany,2023-W30,SARIrate,5-14,1.8
SARI syndromic,Germany,2023-W30,SARIrate,65+,17.3
SARI syndromic,Germany,2023-W30,SARIrate,total,6.7
SARI syndromic,Germany,2023-W29,SARIrate,0-4,18.6
SARI syndromic,Germany,2023-W29,SARIrate,15-64,2.6
SARI syndromic,Germany,2023-W29,SARIrate,5-14,1.6
SARI syndromic,Germany,2023-W29,SARIrate,65+,17.5
SARI syndromic,Germany,2023-W29,SARIrate,total,7.1
SARI syndromic,Germany,2023-W28,SARIrate,0-4,18.6
SARI syndromic,Germany,2023-W28,SARIrate,15-64,3.1
SARI syndromic,Germany,2023-W28,SARIrate,5-14,3.2
SARI syndromic,Germany,2023-W28,SARIrate,65+,18.5
SARI syndromic,Germany,2023-W28,SARIrate,total,7.8
SARI syndromic,Germany,2023-W27,SARIrate,0-4,20
SARI syndromic,Germany,2023-W27,SARIrate,15-64,2.5
SARI syndromic,Germany,2023-W27,SARIrate,5-14,2.3
SARI syndromic,Germany,2023-W27,SARIrate,65+,20.2
SARI syndromic,Germany,2023-W27,SARIrate,total,7.8
SARI syndromic,Germany,2023-W26,SARIrate,0-4,18.6
SARI syndromic,Germany,2023-W26,SARIrate,15-64,2.3
SARI syndromic,Germany,2023-W26,SARIrate,5-14,3.2
SARI syndromic,Germany,2023-W26,SARIrate,65+,17.8
SARI syndromic,Germany,2023-W26,SARIrate,total,7.1
SARI syndromic,Germany,2023-W25,SARIrate,0-4,17.7
SARI syndromic,Germany,2023-W25,SARIrate,15-64,3.1
SARI syndromic,Germany,2023-W25,SARIrate,5-14,2.5
SARI syndromic,Germany,2023-W25,SARIrate,65+,20.1
SARI syndromic,Germany,2023-W25,SARIrate,total,8.1
SARI syndromic,Germany,2023-W24,SARIrate,0-4,18.1
SARI syndromic,Germany,2023-W24,SARIrate,15-64,2.7
SARI syndromic,Germany,2023-W24,SARIrate,5-14,3
SARI syndromic,Germany,2023-W24,SARIrate,65+,23.4
SARI syndromic,Germany,2023-W24,SARIrate,total,8.7
SARI syndromic,Germany,2023-W23,SARIrate,0-4,18.6
SARI syndromic,Germany,2023-W23,SARIrate,15-64,3.1
SARI syndromic,Germany,2023-W23,SARIrate,5-14,5.7
SARI syndromic,Germany,2023-W23,SARIrate,65+,23.6
SARI syndromic,Germany,2023-W23,SARIrate,total,9.3
SARI syndromic,Germany,2023-W22,SARIrate,0-4,23.7
SARI syndromic,Germany,2023-W22,SARIrate,15-64,3.2
SARI syndromic,Germany,2023-W22,SARIrate,5-14,4.4
SARI syndromic,Germany,2023-W22,SARIrate,65+,26.4
SARI syndromic,Germany,2023-W22,SARIrate,total,10.2
SARI syndromic,Germany,2023-W21,SARIrate,0-4,28.3
SARI syndromic,Germany,2023-W21,SARIrate,15-64,3.3
SARI syndromic,Germany,2023-W21,SARIrate,5-14,3.2
SARI syndromic,Germany,2023-W21,SARIrate,65+,23.9
SARI syndromic,Germany,2023-W21,SARIrate,total,9.8
SARI syndromic,Germany,2023-W20,SARIrate,0-4,24.6
SARI syndromic,Germany,2023-W20,SARIrate,15-64,3.2
SARI syndromic,Germany,2023-W20,SARIrate,5-14,4.4
SARI syndromic,Germany,2023-W20,SARIrate,65+,28
SARI syndromic,Germany,2023-W20,SARIrate,total,10.7
SARI syndromic,Germany,2023-W19,SARIrate,0-4,34.8
SARI syndromic,Germany,2023-W19,SARIrate,15-64,2.8
SARI syndromic,Germany,2023-W19,SARIrate,5-14,5.7
SARI syndromic,Germany,2023-W19,SARIrate,65+,28.4
SARI syndromic,Germany,2023-W19,SARIrate,total,11.2
SARI syndromic,Germany,2023-W18,SARIrate,0-4,34.8
SARI syndromic,Germany,2023-W18,SARIrate,15-64,3.4
SARI syndromic,Germany,2023-W18,SARIrate,5-14,7.8
SARI syndromic,Germany,2023-W18,SARIrate,65+,31.6
SARI syndromic,Germany,2023-W18,SARIrate,total,12.6
SARI syndromic,Germany,2023-W17,SARIrate,0-4,39
SARI syndromic,Germany,2023-W17,SARIrate,15-64,4.1
SARI syndromic,Germany,2023-W17,SARIrate,5-14,5
SARI syndromic,Germany,2023-W17,SARIrate,65+,25
SARI syndromic,Germany,2023-W17,SARIrate,total,11.3
SARI syndromic,Germany,2023-W16,SARIrate,0-4,33.5
SARI syndromic,Germany,2023-W16,SARIrate,15-64,4
SARI syndromic,Germany,2023-W16,SARIrate,5-14,4.1
SARI syndromic,Germany,2023-W16,SARIrate,65+,31.3
SARI syndromic,Germany,2023-W16,SARIrate,total,12.4
SARI syndromic,Germany,2023-W15,SARIrate,0-4,36.2
SARI syndromic,Germany,2023-W15,SARIrate,15-64,3.6
SARI syndromic,Germany,2023-W15,SARIrate,5-14,4.6
SARI syndromic,Germany,2023-W15,SARIrate,65+,32
SARI syndromic,Germany,2023-W15,SARIrate,total,12.5
SARI syndromic,Germany,2023-W14,SARIrate,0-4,44.6
SARI syndromic,Germany,2023-W14,SARIrate,15-64,4.4
SARI syndromic,Germany,2023-W14,SARIrate,5-14,6.9
SARI syndromic,Germany,2023-W14,SARIrate,65+,38.5
SARI syndromic,Germany,2023-W14,SARIrate,total,15.3
SARI syndromic,Germany,2023-W13,SARIrate,0-4,52
SARI syndromic,Germany,2023-W13,SARIrate,15-64,4.2
SARI syndromic,Germany,2023-W13,SARIrate,5-14,6.9
SARI syndromic,Germany,2023-W13,SARIrate,65+,36.1
SARI syndromic,Germany,2023-W13,SARIrate,total,14.9
SARI syndromic,Germany,2023-W12,SARIrate,0-4,55.3
SARI syndromic,Germany,2023-W12,SARIrate,15-64,5.1
SARI syndromic,Germany,2023-W12,SARIrate,5-14,9.2
SARI syndromic,Germany,2023-W12,SARIrate,65+,42
SARI syndromic,Germany,2023-W12,SARIrate,total,17.3
SARI syndromic,Germany,2023-W11,SARIrate,0-4,57.6
SARI syndromic,Germany,2023-W11,SARIrate,15-64,5.3
SARI syndromic,Germany,2023-W11,SARIrate,5-14,9.2
SARI syndromic,Germany,2023-W11,SARIrate,65+,44.9
SARI syndromic,Germany,2023-W11,SARIrate,total,18.3
SARI syndromic,Germany,2023-W10,SARIrate,0-4,68.8
SARI syndromic,Germany,2023-W10,SARIrate,15-64,4.4
SARI syndromic,Germany,2023-W10,SARIrate,5-14,6.6
SARI syndromic,Germany,2023-W10,SARIrate,65+,42.7
SARI syndromic,Germany,2023-W10,SARIrate,total,17.6
SARI syndromic,Germany,2023-W09,SARIrate,0-4,58.1
SARI syndromic,Germany,2023-W09,SARIrate,15-64,4.1
SARI syndromic,Germany,2023-W09,SARIrate,5-14,4.8
SARI syndromic,Germany,2023-W09,SARIrate,65+,43.1
SARI syndromic,Germany,2023-W09,SARIrate,total,16.8
SARI syndromic,Germany,2023-W08,SARIrate,0-4,48.8
SARI syndromic,Germany,2023-W08,SARIrate,15-64,5.3
SARI syndromic,Germany,2023-W08,SARIrate,5-14,6
SARI syndromic,Germany,2023-W08,SARIrate,65+,40.5
SARI syndromic,Germany,2023-W08,SARIrate,total,16.5
SARI syndromic,Germany,2023-W07,SARIrate,0-4,56.2
SARI syndromic,Germany,2023-W07,SARIrate,15-64,3.6
SARI syndromic,Germany,2023-W07,SARIrate,5-14,5.3
SARI syndromic,Germany,2023-W07,SARIrate,65+,37.8
SARI syndromic,Germany,2023-W07,SARIrate,total,15
SARI syndromic,Germany,2023-W06,SARIrate,0-4,58.1
SARI syndromic,Germany,2023-W06,SARIrate,15-64,4
SARI syndromic,Germany,2023-W06,SARIrate,5-14,6
SARI syndromic,Germany,2023-W06,SARIrate,65+,37.5
SARI syndromic,Germany,2023-W06,SARIrate,total,15.4
SARI syndromic,Germany,2023-W05,SARIrate,0-4,56.7
SARI syndromic,Germany,2023-W05,SARIrate,15-64,4.3
SARI syndromic,Germany,2023-W05,SARIrate,5-14,5.7
SARI syndromic,Germany,2023-W05,SARIrate,65+,30.7
SARI syndromic,Germany,2023-W05,SARIrate,total,13.8
SARI syndromic,Germany,2023-W04,SARIrate,0-4,58.5
SARI syndromic,Germany,2023-W04,SARIrate,15-64,4
SARI syndromic,Germany,2023-W04,SARIrate,5-14,6.9
SARI syndromic,Germany,2023-W04,SARIrate,65+,31.6
SARI syndromic,Germany,2023-W04,SARIrate,total,14
SARI syndromic,Germany,2023-W03,SARIrate,0-4,63.6
SARI syndromic,Germany,2023-W03,SARIrate,15-64,3
SARI syndromic,Germany,2023-W03,SARIrate,5-14,5.3
SARI syndromic,Germany,2023-W03,SARIrate,65+,32.3
SARI syndromic,Germany,2023-W03,SARIrate,total,13.7
SARI syndromic,Germany,2023-W02,SARIrate,0-4,58.5
SARI syndromic,Germany,2023-W02,SARIrate,15-64,4.4
SARI syndromic,Germany,2023-W02,SARIrate,5-14,5
SARI syndromic,Germany,2023-W02,SARIrate,65+,43.6
SARI syndromic,Germany,2023-W02,SARIrate,total,17.1
SARI syndromic,Germany,2023-W01,SARIrate,0-4,88.7
SARI syndromic,Germany,2023-W01,SARIrate,15-64,6.1
SARI syndromic,Germany,2023-W01,SARIrate,5-14,4.4
SARI syndromic,Germany,2023-W01,SARIrate,65+,74
SARI syndromic,Germany,2023-W01,SARIrate,total,27.2
SARI syndromic,Germany,2022-W52,SARIrate,0-4,97.1
SARI syndromic,Germany,2022-W52,SARIrate,15-64,8.3
SARI syndromic,Germany,2022-W52,SARIrate,5-14,8.5
SARI syndromic,Germany,2022-W52,SARIrate,65+,85.6
SARI syndromic,Germany,2022-W52,SARIrate,total,32.5
SARI syndromic,Germany,2022-W51,SARIrate,0-4,153
SARI syndromic,Germany,2022-W51,SARIrate,15-64,8
SARI syndromic,Germany,2022-W51,SARIrate,5-14,13.5
SARI syndromic,Germany,2022-W51,SARIrate,65+,88.4
SARI syndromic,Germany,2022-W51,SARIrate,total,36.6
SARI syndromic,Germany,2022-W50,SARIrate,0-4,178.6
SARI syndromic,Germany,2022-W50,SARIrate,15-64,11.2
SARI syndromic,Germany,2022-W50,SARIrate,5-14,21.5
SARI syndromic,Germany,2022-W50,SARIrate,65+,80
SARI syndromic,Germany,2022-W50,SARIrate,total,38.6
SARI syndromic,Germany,2022-W49,SARIrate,0-4,217.6
SARI syndromic,Germany,2022-W49,SARIrate,15-64,10.1
SARI syndromic,Germany,2022-W49,SARIrate,5-14,22.5
SARI syndromic,Germany,2022-W49,SARIrate,65+,65.5
SARI syndromic,Germany,2022-W49,SARIrate,total,36.4
SARI syndromic,Germany,2022-W48,SARIrate,0-4,204.3
SARI syndromic,Germany,2022-W48,SARIrate,15-64,9.4
SARI syndromic,Germany,2022-W48,SARIrate,5-14,21.8
SARI syndromic,Germany,2022-W48,SARIrate,65+,44.8
SARI syndromic,Germany,2022-W48,SARIrate,total,30
SARI syndromic,Germany,2022-W47,SARIrate,0-4,183.2
SARI syndromic,Germany,2022-W47,SARIrate,15-64,6.5
SARI syndromic,Germany,2022-W47,SARIrate,5-14,18.4
SARI syndromic,Germany,2022-W47,SARIrate,65+,43.5
SARI syndromic,Germany,2022-W47,SARIrate,total,26.5
SARI syndromic,Germany,2022-W46,SARIrate,0-4,148
SARI syndromic,Germany,2022-W46,SARIrate,15-64,5.2
SARI syndromic,Germany,2022-W46,SARIrate,5-14,12.6
SARI syndromic,Germany,2022-W46,SARIrate,65+,34.6
SARI syndromic,Germany,2022-W46,SARIrate,total,21
SARI syndromic,Germany,2022-W45,SARIrate,0-4,103.1
SARI syndromic,Germany,2022-W45,SARIrate,15-64,3.8
SARI syndromic,Germany,2022-W45,SARIrate,5-14,11.9
SARI syndromic,Germany,2022-W45,SARIrate,65+,34.1
SARI syndromic,Germany,2022-W45,SARIrate,total,17.6
SARI syndromic,Germany,2022-W44,SARIrate,0-4,89.3
SARI syndromic,Germany,2022-W44,SARIrate,15-64,3
SARI syndromic,Germany,2022-W44,SARIrate,5-14,5.6
SARI syndromic,Germany,2022-W44,SARIrate,65+,32.3
SARI syndromic,Germany,2022-W44,SARIrate,total,15.3
SARI syndromic,Germany,2022-W43,SARIrate,0-4,70.5
SARI syndromic,Germany,2022-W43,SARIrate,15-64,3.4
SARI syndromic,Germany,2022-W43,SARIrate,5-14,5.3
SARI syndromic,Germany,2022-W43,SARIrate,65+,40.3
SARI syndromic,Germany,2022-W43,SARIrate,total,16.5
SARI syndromic,Germany,2022-W42,SARIrate,0-4,66
SARI syndromic,Germany,2022-W42,SARIrate,15-64,4.2
SARI syndromic,Germany,2022-W42,SARIrate,5-14,7.7
SARI syndromic,Germany,2022-W42,SARIrate,65+,43.6
SARI syndromic,Germany,2022-W42,SARIrate,total,17.8
SARI syndromic,Germany,2022-W41,SARIrate,0-4,56.8
SARI syndromic,Germany,2022-W41,SARIrate,15-64,4.5
SARI syndromic,Germany,2022-W41,SARIrate,5-14,6.3
SARI syndromic,Germany,2022-W41,SARIrate,65+,46.9
SARI syndromic,Germany,2022-W41,SARIrate,total,18.1
SARI syndromic,Germany,2022-W40,SARIrate,0-4,42.6
SARI syndromic,Germany,2022-W40,SARIrate,15-64,4
SARI syndromic,Germany,2022-W40,SARIrate,5-14,3.6
SARI syndromic,Germany,2022-W40,SARIrate,65+,44.4
SARI syndromic,Germany,2022-W40,SARIrate,total,16.2
SARI syndromic,Germany,2022-W39,SARIrate,0-4,39.4
SARI syndromic,Germany,2022-W39,SARIrate,15-64,4.8
